1,92.348419,1.488265
2,46.150745,2.978044
4,23.197737,5.924671
8,11.677263,11.769792
16,5.969881,23.022060
32,3.114140,44.133842
64,1.764283,77.900757
128,1.307649,105.103828
256,1.325062,103.722649
512,1.191706,115.329567
1024,1.332292,103.159782
